Annotator	Data set	ID	Text	Is it offensive?	Is it a slur?	Is it adjective nominalization	Is it distancing
E	M	390	HUMANS CAN GO TO MARS! (and you bet your ass that means LEAVE THOSE FUCKING POORS ON EARTH too) SOFTWARE CAN CHANGE THE WORLD, but it can't feed a family.	N	N	Y	N
A	M	390	We don’t, and we’ve made the choice to FUCK THE POORS.	Y	Y	Y	N
D	M	390	We don’t, and we’ve made the choice to FUCK THE POORS.	Y	N	Y	Y
E	M	390	We don’t, and we’ve made the choice to FUCK THE POORS.	Y	N	Y	N
A	M	389	Could it be the people paying aren’t interested in the POORS and that the politics reflect that?	N	N	Y	N
D	M	389	Could it be the people paying aren’t interested in the POORS and that the politics reflect that?	Y	N	Y	N
E	M	389	Could it be the people paying aren’t interested in the POORS and that the politics reflect that?	N	N	Y	N
A	M	387	FUCK THE POORS, or get to work fixing this shit so we can all enjoy a little bit of life before we tip over for lack of reasonable health care?	Y	Y	Y	N
D	M	387	FUCK THE POORS, or get to work fixing this shit so we can all enjoy a little bit of life before we tip over for lack of reasonable health care?	N	N	Y	N
E	M	387	FUCK THE POORS, or get to work fixing this shit so we can all enjoy a little bit of life before we tip over for lack of reasonable health care?	N	N	Y	N
A	M	386	ISN'T FUCKING THE POORS JUST AS SHITTY AS IT GETS?	Y	Y	Y	N
D	M	386	ISN'T FUCKING THE POORS JUST AS SHITTY AS IT GETS?	N	N	Y	N
E	M	386	ISN'T FUCKING THE POORS JUST AS SHITTY AS IT GETS?	N	N	Y	N
A	M	385	If they say anything at all other than, "Yeah", it's FUCK THE POORS!	Y	Y	Y	N
D	M	385	If they say anything at all other than, "Yeah", it's FUCK THE POORS!	N	N	Y	N
E	M	385	If they say anything at all other than, "Yeah", it's FUCK THE POORS!	N	N	Y	N
A	M	384	What they need is less, and for that to happen, we have to get past this FUCK THE POORS bullshit.	N	Y	Y	N
D	M	384	What they need is less, and for that to happen, we have to get past this FUCK THE POORS bullshit.	N	N	Y	N
E	M	384	What they need is less, and for that to happen, we have to get past this FUCK THE POORS bullshit.	N	N	Y	N
A	M	383	FUCK THE POORS TODAY, BUT MAYBE NOT TOMORROW.	Y	Y	Y	N
D	M	383	FUCK THE POORS TODAY, BUT MAYBE NOT TOMORROW.	Y	N	Y	N
E	M	383	FUCK THE POORS TODAY, BUT MAYBE NOT TOMORROW.	Y	N	Y	N
A	M	382	Stand on that. Stand tall. Beat back fear, blame and shame and point right at the poors.	Y	N	Y	N
D	M	382	Stand on that. Stand tall. Beat back fear, blame and shame and point right at the poors.	Y	N	Y	Y
E	M	382	Stand on that. Stand tall. Beat back fear, blame and shame and point right at the poors.	Y	N	Y	N
A	M	381	If we admit to class, then we are in real trouble, because all of us who said, "FUCK THE POORS!" end up looking really bad, like "maybe we took too much" or "we didn't really care when we said we did" kind of bad.	Y	Y	Y	N
D	M	381	If we admit to class, then we are in real trouble, because all of us who said, "FUCK THE POORS!" end up looking really bad, like "maybe we took too much" or "we didn't really care when we said we did" kind of bad.	N	N	Y	N
E	M	381	If we admit to class, then we are in real trouble, because all of us who said, "FUCK THE POORS!" end up looking really bad, like "maybe we took too much" or "we didn't really care when we said we did" kind of bad.	N	N	Y	N
A	M	380	We are having to finally admit that our delicate coalition is more about FUCK THE POORS than it is anything else!	N	Y	Y	N
D	M	380	We are having to finally admit that our delicate coalition is more about FUCK THE POORS than it is anything else!	N	N	Y	N
E	M	380	We are having to finally admit that our delicate coalition is more about FUCK THE POORS than it is anything else!	N	N	Y	N
A	M	379	Making them admit to FUCK THE POORS is a whole lot worse than just doing it quietly along with everyone else, and that is the game Bernie quit playing.	N	Y	Y	N
C	M	379	Making them admit to FUCK THE POORS is a whole lot worse than just doing it quietly along with everyone else, and that is the game Bernie quit playing.	Y	N	Y	N
E	M	379	Making them admit to FUCK THE POORS is a whole lot worse than just doing it quietly along with everyone else, and that is the game Bernie quit playing.	N	N	Y	N
C	M	379	Most females understand and “see” the world through their feelings in ways they aren’t likely to be aware of easily (especially with the stuff on this website).  	Y	N	Y	N
E	M	379	Most females understand and “see” the world through their feelings in ways they aren’t likely to be aware of easily (especially with the stuff on this website).  	Y	N	Y	Y
F	M	379	Most females understand and “see” the world through their feelings in ways they aren’t likely to be aware of easily (especially with the stuff on this website).  	Y	N	Y	N
B	M	378	FUCK BERNIE AND HIS POORS!	Y	N	Y	N
D	M	378	FUCK BERNIE AND HIS POORS!	Y	N	Y	N
F	M	378	FUCK BERNIE AND HIS POORS!	Y	N	Y	N
A	M	377	Nobody wants to talk about class issues. TOO MANY POORS	Y	N	Y	N
B	M	377	Nobody wants to talk about class issues. TOO MANY POORS	Y	N	Y	N
C	M	377	Nobody wants to talk about class issues. TOO MANY POORS	Y	N	Y	N
D	M	377	Nobody wants to talk about class issues. TOO MANY POORS	Y	N	Y	N
E	M	377	Nobody wants to talk about class issues. TOO MANY POORS	N	N	Y	N
F	M	377	Nobody wants to talk about class issues. TOO MANY POORS	Y	N	Y	N
B	D	373	"""@molssyo: One of us is on drugs, and its me but you 're still wrong @currieburry"" hahahahahahah im a bitch sometimes	N	Y	N	N
D	D	373	"""@molssyo: One of us is on drugs, and its me but you 're still wrong @currieburry"" hahahahahahah im a bitch sometimes	N	Y	N	N
F	D	373	"""@molssyo: One of us is on drugs, and its me but you 're still wrong @currieburry"" hahahahahahah im a bitch sometimes	Y	Y	N	N
B	M	357	But why does he never consider the impact of inflation on the poor and middle class, through rising food, energy and rental costs, etc.. 	N	N	N	N
D	M	357	But why does he never consider the impact of inflation on the poor and middle class, through rising food, energy and rental costs, etc.. 	N	N	N	N
F	M	357	But why does he never consider the impact of inflation on the poor and middle class, through rising food, energy and rental costs, etc.. 	N	N	N	N
A	D	354	"@jayswaggkillah: Jackies a retard #blondeproblems" At least I can make a grilled cheese!	Y	Y	Y	N
B	D	354	"@jayswaggkillah: Jackies a retard #blondeproblems" At least I can make a grilled cheese!	Y	Y	N	N
C	D	354	"@jayswaggkillah: Jackies a retard #blondeproblems" At least I can make a grilled cheese!	Y	Y	N	N
B	M	352	D. Read “You’ll Have a Gay Ol Time: The Real Gay Movement” and you will find out that it was always the case that the pedophiles would take over the movement because they are the ones who started it.	N	N	N	N
C	M	352	D. Read “You’ll Have a Gay Ol Time: The Real Gay Movement” and you will find out that it was always the case that the pedophiles would take over the movement because they are the ones who started it.	Y	N	N	N
F	M	352	D. Read “You’ll Have a Gay Ol Time: The Real Gay Movement” and you will find out that it was always the case that the pedophiles would take over the movement because they are the ones who started it.	Y	N	Y	Y
B	M	346	This quote from a Portland Press Herald profile explains a lot of his hostility toward the poor:	N	N	Y	N
D	M	346	This quote from a Portland Press Herald profile explains a lot of his hostility toward the poor:	N	N	Y	N
F	M	346	This quote from a Portland Press Herald profile explains a lot of his hostility toward the poor:	N	N	Y	N
A	M	342	Never forget it was a Republican administration that collapsed the economy and caused this depression in the first place, and now they are using their own incompetence as an excuse to brutalize the poor.	N	N	Y	N
C	M	342	Never forget it was a Republican administration that collapsed the economy and caused this depression in the first place, and now they are using their own incompetence as an excuse to brutalize the poor.	N	N	Y	N
E	M	342	Never forget it was a Republican administration that collapsed the economy and caused this depression in the first place, and now they are using their own incompetence as an excuse to brutalize the poor.	N	N	N	N
A	M	339	Dogs, that is, the poor are fair game.	Y	N	Y	N
C	M	339	Dogs, that is, the poor are fair game.	Y	N	Y	N
E	M	339	Dogs, that is, the poor are fair game.	Y	N	Y	N
A	M	335	If the poor get bubbles in their water, then what incentive will they have to stop being poor?	Y	N	Y	N
B	M	335	If the poor get bubbles in their water, then what incentive will they have to stop being poor?	Y	N	Y	N
C	M	335	If the poor get bubbles in their water, then what incentive will they have to stop being poor?	Y	N	Y	N
D	M	335	If the poor get bubbles in their water, then what incentive will they have to stop being poor?	Y	N	Y	N
E	M	335	If the poor get bubbles in their water, then what incentive will they have to stop being poor?	Y	N	Y	N
F	M	335	If the poor get bubbles in their water, then what incentive will they have to stop being poor?	Y	N	Y	Y
A	D	329	"@demi_eggleton: oh my god I love Victoria Mitchell" all my bitches love me	N	Y	Y	N
B	D	329	"@demi_eggleton: oh my god I love Victoria Mitchell" all my bitches love me	N	Y	Y	N
D	D	329	"@demi_eggleton: oh my god I love Victoria Mitchell" all my bitches love me	N	Y	N	N
A	M	328	Hell, I'm just waiting for the day when we compress the poor into bricks for use in walling off the border with Mexico.	Y	N	Y	Y
C	M	328	Hell, I'm just waiting for the day when we compress the poor into bricks for use in walling off the border with Mexico.	Y	N	Y	N
D	M	328	Hell, I'm just waiting for the day when we compress the poor into bricks for use in walling off the border with Mexico.	Y	N	Y	Y
A	M	327	Even more purchasing restrictions to feed the poor?	N	N	Y	N
C	M	327	Even more purchasing restrictions to feed the poor?	N	N	Y	N
E	M	327	Even more purchasing restrictions to feed the poor?	N	N	Y	N
B	M	326	To add a bit to the old Jimmy Breslin quote; in the minds of the Rich, Republicans, and rich Republicans, the poor cannot be made to suffer enough.	Y	N	Y	N
D	M	326	To add a bit to the old Jimmy Breslin quote; in the minds of the Rich, Republicans, and rich Republicans, the poor cannot be made to suffer enough.	N	N	N	Y
F	M	326	To add a bit to the old Jimmy Breslin quote; in the minds of the Rich, Republicans, and rich Republicans, the poor cannot be made to suffer enough.	Y	N	Y	Y
A	M	325	Because apparently not only fuck the poor, but the handicapped as well	Y	Y	Y	N
C	M	325	Because apparently not only fuck the poor, but the handicapped as well	N	N	Y	N
E	M	325	Because apparently not only fuck the poor, but the handicapped as well	N	N	Y	N
A	D	320	"@bigbootybishopp: @white_thunduh lassen cc , the coach wants me" i feel it youll get more my nig no doubt	N	Y	Y	N
A	D	320	"@bigbootybishopp: @white_thunduh lassen cc , the coach wants me" i feel it youll get more my nig no doubt	N	Y	Y	N
B	D	320	"@bigbootybishopp: @white_thunduh lassen cc , the coach wants me" i feel it youll get more my nig no doubt	N	Y	Y	N
C	D	320	"@bigbootybishopp: @white_thunduh lassen cc , the coach wants me" i feel it youll get more my nig no doubt	N	Y	N	N
D	D	320	"@bigbootybishopp: @white_thunduh lassen cc , the coach wants me" i feel it youll get more my nig no doubt	N	Y	N	N
D	D	320	"@bigbootybishopp: @white_thunduh lassen cc , the coach wants me" i feel it youll get more my nig no doubt				
A	D	319	"@babineaux_: I don't got no type. Bad bitches is the only thing I like" *Iongotnotype	N	Y	Y	N
B	D	319	"@babineaux_: I don't got no type. Bad bitches is the only thing I like" *Iongotnotype	N	Y	Y	N
D	D	319	"@babineaux_: I don't got no type. Bad bitches is the only thing I like" *Iongotnotype	N	Y	N	N
A	M	314	One Day the Poor Will Have Nothing Left to Eat but the Rich.	N	N	Y	N
B	M	314	One Day the Poor Will Have Nothing Left to Eat but the Rich.	N	N	Y	N
C	M	314	One Day the Poor Will Have Nothing Left to Eat but the Rich.	N	N	Y	N
D	M	314	One Day the Poor Will Have Nothing Left to Eat but the Rich.	N	N	N	N
E	M	314	One Day the Poor Will Have Nothing Left to Eat but the Rich.	N	N	Y	N
F	M	314	One Day the Poor Will Have Nothing Left to Eat but the Rich.	N	N	Y	N
A	M	313	Now some of them are even trying trying to destroy SNAP - they want to literally allow the poor to starve to death.	N	N	Y	N
B	M	313	Now some of them are even trying trying to destroy SNAP - they want to literally allow the poor to starve to death.	N	N	Y	N
C	M	313	Now some of them are even trying trying to destroy SNAP - they want to literally allow the poor to starve to death.	N	N	Y	N
D	M	313	Now some of them are even trying trying to destroy SNAP - they want to literally allow the poor to starve to death.	N	N	N	N
E	M	313	Now some of them are even trying trying to destroy SNAP - they want to literally allow the poor to starve to death.	N	N	N	N
F	M	313	Now some of them are even trying trying to destroy SNAP - they want to literally allow the poor to starve to death.	Y	N	Y	N
A	M	311	They hate giving anything to the poor, but they also hate paying taxes to support poor people' kids, sooooo...just stand by and watch heads explode.	N	N	Y	N
B	M	311	They hate giving anything to the poor, but they also hate paying taxes to support poor people' kids, sooooo...just stand by and watch heads explode.	N	N	Y	N
C	M	311	They hate giving anything to the poor, but they also hate paying taxes to support poor people' kids, sooooo...just stand by and watch heads explode.	Y	N	Y	N
D	M	311	They hate giving anything to the poor, but they also hate paying taxes to support poor people' kids, sooooo...just stand by and watch heads explode.				
E	M	311	They hate giving anything to the poor, but they also hate paying taxes to support poor people' kids, sooooo...just stand by and watch heads explode.	N	N	N	Y
F	M	311	They hate giving anything to the poor, but they also hate paying taxes to support poor people' kids, sooooo...just stand by and watch heads explode.	N	N	Y	N
A	M	303	The poor should apply for jobs on K Street, like ex-pols do.	Y	N	Y	N
B	M	303	The poor should apply for jobs on K Street, like ex-pols do.	Y	N	Y	N
C	M	303	The poor should apply for jobs on K Street, like ex-pols do.	Y	N	Y	N
D	M	303	The poor should apply for jobs on K Street, like ex-pols do.	N	N	Y	N
E	M	303	The poor should apply for jobs on K Street, like ex-pols do.	Y	N	Y	N
F	M	303	The poor should apply for jobs on K Street, like ex-pols do.	Y	N	Y	N
A	M	302	He also downplayed the notion that the proposal was intended to shame the poor, since people on welfare for generations already “flaunt it in public,” presumably with their Cadillacs, purchases of crab legs and steak, and their children with funny names, if you know what he means.	Y	N	Y	N
B	M	302	He also downplayed the notion that the proposal was intended to shame the poor, since people on welfare for generations already “flaunt it in public,” presumably with their Cadillacs, purchases of crab legs and steak, and their children with funny names, if you know what he means.	Y	N	Y	N
C	M	302	He also downplayed the notion that the proposal was intended to shame the poor, since people on welfare for generations already “flaunt it in public,” presumably with their Cadillacs, purchases of crab legs and steak, and their children with funny names, if you know what he means.	Y	N	Y	N
